item_id,title,pict_url,category,brand_id,seller_id
520,2014 夏潮 韩版 蓝 黑白色 A 字 裤子   显 瘦 胖 mm 加大码 女 高腰 牛仔短裤 热裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1ySERFJBXXXXXXXXX_!!0-item_pic.jpg,2-4,null,s104
285,拍 下 19.9 元 秋冬女装 新款 弹力 显 瘦 七彩 棉 打底裤 外 穿 加厚长裤 一体 裤 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1iUv5GpXXXXX0XVXXXXXXXXXX_!!0-item_pic.jpg,2-3,b62,s105
303,优雅 妃 长袖t恤 女 大码女装 秋款 2014 新款 打底衫 女 长袖上衣 新款 秋装 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1FwssFVXXXXcsXXXXXXXXXXXX_!!0-item_pic.jpg,2-7,b63,s106
351,2014 新款 显 瘦 欧美风 大码 弹力 铅笔小脚裤 黑色打底裤 外 穿 秋 女休闲裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1H7c_FVXXXXXPXpXXXXXXXXXX_!!0-item_pic.jpg,2-3,b64,s107
417,2014 秋冬装 新款 加绒 休闲裤子 宽松 运动 小脚裤 哈伦 裤 女士 长 卫裤 韩版 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB19eT0FVXXXXbfaXXXXXXXXXXX_!!0-item_pic.jpg,2-2,null,s108
165,2014 秋装 女 裤子 韩版 潮 铅笔裤 女牛仔裤 女 小脚裤 高腰牛仔裤 显 瘦 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i1/11387030862195228/T1KM3IFmJbXXXXXXXX_!!0-item_pic.jpg,2-4,b65,s109
529,加绒 加厚 假两件 打底裤 裙 外 穿 秋冬 2014 新 显 瘦 带 裙裤 女 小脚 长裤 大码 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1CbUsFVXXXXaBXXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b66,s110
258,朗蒙 秋装 纯棉 牛津 纺 男士 长袖衬衫 韩版 修身男装 纯色 保暖 白衬衣 免烫 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1DoUCGpXXXXawXXXXXXXXXXXX_!!0-item_pic.jpg,1-9,b67,s111
342,加绒 加厚打底裤 女士 外 穿 高腰 2014 秋冬款 女装 显 瘦 大码 弹力 小脚 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB137ZtFVXXXXXZXpXXXXXXXXXX_!!0-item_pic.jpg,2-3,b68,s112
180,欧洲站 2014 早秋 新款 金丝 天鹅绒运动套装 秋装 韩版 大码女装 休闲卫衣 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1T5_vGXXXXXadXVXXXXXXXXXX_!!0-item_pic.jpg,2-15,b47,s77
296,秋装 2014 韩版 新款 女装 蕾丝 t恤 大码 宽松 女士 蝙蝠衫 长袖 女 莫代尔 潮 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1f3MhFVXXXXa5XFXXXXXXXXXX_!!0-item_pic.jpg,2-7,b69,s113
266,公爵 车 2014 秋装 新款 男士休闲裤 小脚 男 裤子 纯棉 修身直筒长裤 韩版 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1v0BaGXXXXXb6XVXXXXXXXXXX_!!0-item_pic.jpg,1-2,b70,s114
371,秋冬新款 韩版 套头卫衣 女 宽松 大码 胖 MM 兔八哥 中长款 长袖 加绒 上衣 女 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1.VrdFVXXXXXhXVXXXXXXXXXX_!!0-item_pic.jpg,2-17,null,s115
241,秋冬款 YYK 男士牛仔裤 男 裤子 直筒 韩版 修身小脚裤 男装 潮流 休闲长裤 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1iav1FVXXXXagaXXXXXXXXXXX_!!0-item_pic.jpg,1-4,b71,s116
500,400 克 超厚   加绒 加厚打底裤 秋冬季 女 韩版 七彩 棉裤   外 穿 一体 保暖裤 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1dAzUFgtdXXXXXXXX_!!0-item_pic.jpg,2-3,null,s117
208,华维登 2014 秋装 新款 男士休闲裤 男装 商务 直筒 男 裤子 修身 小脚 长裤 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1SD_WGXXXXXXRXVXXXXXXXXXX_!!0-item_pic.jpg,1-2,b72,s118
503,2014 秋冬 韩版 潮 棉 显 瘦 弹力 纯色 百搭 女 裤子 秋装长裤 打底裤 秋 九分裤 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1yTMcFVXXXXcWXXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b73,s119
236,胜 魔 士 秋冬款 男裤 牛仔裤 男 修身 加厚 加绒 男装 直筒 中腰 韩版 休闲 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1I2QYFqJaXXXXXXXX_!!0-item_pic.jpg,1-4,b74,s120
366,男装 秋季牛仔裤 男 秋冬款 青年 长裤 直筒 修身 韩版 潮 男士牛仔裤 裤子 男 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1qR4ZFBXaXXXXXXXX_!!0-item_pic.jpg,1-4,b75,s121
333,包邮   修身 纯棉长款背心   女工 字   Y型   交叉   吊带 女士 打底背心 运动 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1MyC4FfJbXXXXXXXX_!!0-item_pic.jpg,2-19,null,s122
80,MOJAY 韩版 男装 2014 新款 夏装 潮流 小 清新 民族风 印花 男士 修身短袖T恤 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1Cq4jFTFcXXXXXXXX_!!0-item_pic.jpg,1-7,b50,s80
104,全棉 工字背心 女 2014 夏季 韩版 纯棉 修身 无袖 内搭 外 穿 大码吊带 打底衫 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1MMz1FxhcXXXXXXXX_!!0-item_pic.jpg,2-19,b76,s123
116,2014 早秋 新款 韩版 套装 两件套 长袖连衣裙 秋季 大码女装 气质背心裙 女 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1UfyaGXXXXXbbXXXXXXXXXXXX_!!0-item_pic.jpg,2-10,null,s124
261,才子 秀 秋冬款 裤子 男休闲裤 男士 加厚 加绒运动裤 男 长裤 卫裤 男裤 修身 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1X0RRGXXXXXaRXFXXXXXXXXXX_!!0-item_pic.jpg,1-2,b77,s125
89,贝诗奈尔 2014 秋冬款 男装 小脚牛仔裤 男士 修身 弹力 韩版 休闲 长 裤子 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1yHTNFANXXXXXXXXX_!!0-item_pic.jpg,1-4,b3,s5
445,2014 秋季 新款 外 穿 打底裤 女 显 瘦 弹力 小脚 铅笔裤 高腰 大码 长 裤子 女 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1KPkMGXXXXXauXFXXXXXXXXXX_!!0-item_pic.jpg,2-3,b5,s8
28,2014 秋冬款 新款 青年 牛仔裤 蓝 黑色 男装 加绒 直筒 休闲 修身 长 裤子 nzk ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1MBQlGpXXXXcGXFXXXXXXXXXX_!!0-item_pic.jpg,1-4,b28,s126
558,lroztn   2014 新款 秋装 男装 v领   潮 男士 长袖t恤   打底衫   纯色 纯棉 加绒 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1juuAGpXXXXbgXpXXXXXXXXXX_!!0-item_pic.jpg,1-7,b78,s127
362,kandses 2014 秋装 新款 男装 休闲格子衬衣   韩版 男士 磨毛 长袖衬衫 男 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1hPqlGpXXXXaVXVXXXXXXXXXX_!!0-item_pic.jpg,1-9,b79,s128
510,2014 秋冬季 装 新款 大码女装 潮 上 衣服 韩版 修身 纯棉打底衫 女 长袖t恤 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1lH_KFI4aXXXXXXXX_!!0-item_pic.jpg,2-7,null,s129
102,秋季打底裤 秋裤 女 长裤 显 瘦   胖妹妹 大码 高腰 可 外 穿 铅笔 紧身弹力裤 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1LvnUGpXXXXbBXXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b80,s130
26,加绒 加厚打底裤 2014 秋冬季 新款 女士 大码女装 外 穿 小脚裤 显 瘦 长 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1dyhqGFXXXXc5XpXXXXXXXXXX_!!0-item_pic.jpg,2-3,b81,s131
281,天鹅绒运动套装 女 韩版 早秋 新款 金丝绒 卫衣 欧洲站 春秋季 欧 货 休闲服 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB19WTVFVXXXXc8XVXXXXXXXXXX_!!0-item_pic.jpg,2-15,b82,s132
554,2014 秋 显 瘦 中年 连衣裙 夏装 大码女装 新款 韩版 碎花 中老年 妈妈装 长裙 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB122t7FVXXXXcvXpXXXXXXXXXX_!!0-item_pic.jpg,2-10,null,s133
204,男士 长袖T恤 2014 韩版 男装 纯棉 潮 V领 修身打底衫 秋衣 纯色 秋装 衣服 桖 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1lcWEGpXXXXamXpXXXXXXXXXX_!!0-item_pic.jpg,1-7,null,s134
253,2014 秋装   外 穿 弹力 休闲 铅笔 小脚 高腰 大码 糖果色打底裤 女 显 瘦 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1PnJWGXXXXXc8XXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b83,s135
98,2014 春秋 新款 韩版 休闲 百搭开衫 大码 潮 夹克 女装 豹纹 短款 学生 小外套 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1sQSLFs8lXXXXXXXX_!!0-item_pic.jpg,2-14,null,s136
334,2014 春秋装 新款 悦 蝶儿 女装 中长款 外 搭 开衫 厚 外套 女针织衫 大码毛衣 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1KTykGXXXXXb5aXXXXXXXXXXX_!!0-item_pic.jpg,2-5,b84,s137
257,骑士 普丁 2014 秋装 新款   修身 男式 韩版 潮流 V领 男士 休闲长袖T恤   男装 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1QJGLFVXXXXaLXVXXXXXXXXXX_!!0-item_pic.jpg,1-7,b85,s138
76,2014 秋装 新款 韩版 胖 mm 宽松 大码 时尚 百搭 纯色 长袖 休闲 打底连衣裙 女 ,http://img01.taobaocdn.com/bao/uploaded/i1/T1RnPeFXxdXXXXXXXX_!!0-item_pic.jpg,2-10,null,s139
517,绍 迪 辉 秋装 男士休闲裤 男 秋 男装 裤子 韩版 修身 哈伦 裤 小脚 直筒长裤 潮 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB14kDCGpXXXXbWXFXXXXXXXXXX_!!0-item_pic.jpg,1-2,b86,s140
396,加绒 加厚 2014 秋冬新款 外 穿 秋款打底裤 女士 大码女装 显 瘦 小脚 长 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1813pGpXXXXXoXVXXXXXXXXXX_!!0-item_pic.jpg,2-3,b87,s141
179,2014 夏季新款   男士短袖T恤   纯色 V领 T   个性 男款 半袖 欧美 男装 潮 纯棉 ,http://img01.taobaocdn.com/bao/uploaded/i4/1860270913/T1QsV7FEXXXXXXXXXX_!!0-item_pic.jpg,1-7,b88,s142
438,特 加肥 加大码 女装 200 斤 胖 mm 秋装 2014 胖妹妹 打底裤 韩版女裤 长 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1xbJLFVXXXXb3XXXXXXXXXXXX_!!0-item_pic.jpg,2-24,b89,s143
406,彩 黛妃 2014 新款 秋装 韩版 修身外套 女 长袖 春秋 女士 休闲 百搭 小西装 女 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1ZwByGXXXXXc0aXXXXXXXXXXX_!!0-item_pic.jpg,2-23,b90,s144
437,2014 春秋装 宽松毛衣 女装 大码 中长款 长袖针织衫 开衫 女 韩版 厚款外套 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1tqt1Fw8eXXXXXXXX_!!0-item_pic.jpg,2-5,b9,s145
97,2014 新款 秋装 韩版 中长款 宽松 大码女装 长袖 纯棉打底衫 学生装 t恤 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1tCzZFe8iXXXXXXXX_!!0-item_pic.jpg,2-7,null,s146
302,2014 秋冬 加绒 显 瘦 休闲裤子 宽松运动裤 哈伦 裤 女 长 卫裤 小脚裤 韩版 潮 ,http://img01.taobaocdn.com/bao/uploaded/i3/18078027161578966/T1PAuuFhJaXXXXXXXX_!!0-item_pic.jpg,2-2,b91,s147
187,【 1 折 网 】 2014 秋冬装 新款 大码女装 上衣 潮 修身 纯棉打底衫 女 长袖t恤 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1lH_KFI4aXXXXXXXX_!!0-item_pic.jpg,2-7,null,s148
114,包邮 春装 新款 2014   女士吊带背心 新款   小 吊带衫   大码 打底 工字背心 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1rMvGGXXXXXcrXXXXXXXXXXXX_!!0-item_pic.jpg,2-19,b92,s149
385,显 瘦 女式裤子 2014 潮 秋装 新款 大码女装 休闲裤 小脚裤 铅笔裤 女裤 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1.b8CFVXXXXbmXVXXXXXXXXXX_!!0-item_pic.jpg,2-2,null,s150
169,欧比森 秋冬季 男士 格子 加厚 保暖衬衫   男   长袖 休闲 加绒 磨毛 衬衣 男装 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1uFOXGpXXXXbfXFXXXXXXXXXX_!!0-item_pic.jpg,1-9,b61,s102
547,红杉 堡 2014 秋装 新款 中年 男士 长袖t恤衫   翻领 中老年男装 上衣 爸爸 装 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1ho6VGpXXXXa.XXXXXXXXXXXX_!!1-item_pic.gif,1-7,b93,s151
557,2014 新款 男士 休闲 小脚牛仔裤 修身 四季 牛仔 男 长 裤子 韩版 潮 包邮 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1yOqlFxRdXXXXXXXX_!!0-item_pic.jpg,1-4,b75,s152
216,2014 秋装 女 韩版 网纱 T恤 圆领 蕾丝打底衫 长袖 弹力 修身 纱衣 上衣 小衫 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1AeVgFVXXXXcJXFXXXXXXXXXX_!!0-item_pic.jpg,2-7,null,s153
480,高腰 打底裤 外 穿 紧身裤 女 大码 弹力小脚裤 薄款 打底长裤 修身 显 瘦 潮 秋 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1_qj0FwVdXXXXXXXX_!!0-item_pic.jpg,2-3,b94,s154
326,韩国 高腰半身裙 秋冬 伞裙 a字裙 百褶裙 蓬蓬裙 太阳裙 中裙 超短裙子 长 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1T.jYGXXXXXcXXpXXXXXXXXXX_!!0-item_pic.jpg,2-8,null,s155
427,针织开衫 外套 轻薄 春秋 女 毛衣 岚 薇 2014 秋装 新款 大码 针织衫   女   开衫 ,http://img01.taobaocdn.com/bao/uploaded/i1/T1K.5aFrtdXXXXXXXX_!!0-item_pic.jpg,2-5,b95,s156
306,秋冬新款   有 加绒   白色裤子 显 瘦 黑色小脚裤 女 大码 休闲 女 打底裤 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1T0Q2FeNaXXXXXXXX_!!0-item_pic.jpg,2-2,null,s157
227,薇 妮 鸟 秋装 新款 白 衬衫 女装 长袖 韩版 大码 长款 宽松 休闲 棉麻 女士衬衣 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1UO3gFVXXXXaiXFXXXXXXXXXX_!!0-item_pic.jpg,2-9,b96,s158
274,秋冬新款 女装 半身裙 蓬 蓬 伞裙 太阳 百褶裙 裤 韩版 高腰 A 字 短 裙子 大码 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1MqcuFGJeXXXXXXXX_!!0-item_pic.jpg,2-8,b97,s159
72,2014 中老年 秋装女装外套 老年人 长袖 宽松 中年 妈妈装 两件套 套装 上衣 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1x3P6GXXXXXcLXpXXXXXXXXXX_!!0-item_pic.jpg,2-13,b98,s160
172,2014 秋冬 弹力 高腰 加绒 加厚 女 外 穿 打底裤 长 裤子 显 瘦 踩脚 大码小脚裤 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB11KckGpXXXXccXFXXXXXXXXXX_!!2-item_pic.png,2-3,b99,s161
308,秋冬新款 2014 女装 韩版 印花 长袖衬衫 女 长袖打底衫 翻领 女 衬衣 修身 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1K1g7FVXXXXb.XXXXXXXXXXXX_!!0-item_pic.jpg,2-9,null,s162
163,TIANKUDC 2014 秋季 新 修身裤 男士休闲裤 男 韩版 哈伦 裤 小脚裤 男 直筒裤 ,http://img01.taobaocdn.com/bao/uploaded/i1/T1zZX5FuNeXXXXXXXX_!!0-item_pic.jpg,1-2,b100,s163
324,卓美特 2014 中老年女装 秋装外套 大码 妈妈装 两件套 针织开衫 长袖毛衣 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1LOggFVXXXXc3XpXXXXXXXXXX_!!0-item_pic.jpg,2-13,b101,s164
164,包邮 ！ 2014 冬装 新款 韩版 可爱 熊 耳朵 闺 蜜 装 学生女装 长袖卫衣 外套 潮 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB11iV2GFXXXXX3XXXXXXXXXXXX_!!2-item_pic.png,2-17,b102,s165
416,2014 秋装 新款 韩版 女装 牛仔 宽松背带裤 休闲 连体长裤 破洞 显 瘦 吊带裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1A2YdFVXXXXavXFXXXXXXXXXX_!!0-item_pic.jpg,2-4,null,s166
413,5901   春装 新款 2014   女士吊带背心   小 吊带衫 大码 打底 工字背心 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1aIEMGpXXXXb5XXXXXXXXXXXX_!!0-item_pic.jpg,2-19,b103,s167
110,2014 秋 加厚 外 穿 打底裤 女 韩版 显 瘦 弹力小脚裤 高腰 一体 裤 长裤 七彩 棉 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1DGNoGFXXXXbEXFXXXXXXXXXX_!!0-item_pic.jpg,2-3,b45,s75
352,早秋 新款 套装 大码女装 2014 冬 气质 显 瘦 修身 包臀 针织 长袖 打底连衣裙 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1q11ZFVXXXXanXFXXXXXXXXXX_!!0-item_pic.jpg,2-10,null,s29
561,水妍 2014 秋冬新款 韩国 金丝绒 薄款 黑色 九 分 女装打底裤 外 穿 长裤 小脚 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1144IGXXXXXc3XXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b104,s168
81,JVR 2014 秋装 新款 修身 男士休闲裤 男装 小脚 男 裤子 韩版直筒长裤 男 潮 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1XzsfGXXXXXXOXFXXXXXXXXXX_!!0-item_pic.jpg,1-2,b105,s169
502,秋冬装 2014 新款 大码女装 长袖T恤   韩版 修身 显 瘦 加绒 加厚打底衫 上衣 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1nK8qGFXXXXa7XVXXXXXXXXXX_!!0-item_pic.jpg,2-7,b106,s170
392,秋款打底裤 外 穿 2014 新 纯棉 莫代尔 加绒 秋冬季 大码 显 瘦 小脚 长裤 加厚 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1SKMTFVXXXXXsXFXXXXXXXXXX_!!0-item_pic.jpg,2-3,b37,s61
340,高腰 弹力 女士打底裤 秋冬季 外 穿 白 黑色 薄款 九 分 小脚 长 裤子 大码女装 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1naESFVXXXXbAXVXXXXXXXXXX_!!0-item_pic.jpg,2-3,b107,s171
87,秋装 新款 韩版 大码 显 瘦 小脚 铅笔裤 女 千鸟格 外 穿 打底裤 休闲裤 女 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1YiZ.FVXXXXauaXXXXXXXXXXX_!!0-item_pic.jpg,2-2,null,s172
138,女装 短外套 2014 春秋 牛仔外套 女 长袖 韩版 潮 百搭 水洗 磨白 短款小外套 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1RM52FVXXXXblXpXXXXXXXXXX_!!0-item_pic.jpg,2-14,null,s173
311,秋季 大码 深色 男士牛仔裤   男   直筒 修身 宽松 潮   牛仔 长 裤子 男裤 男装 ,http://img01.taobaocdn.com/bao/uploaded/i1/T1pL7FFuNXXXXXXXXX_!!0-item_pic.jpg,1-4,b108,s174
367,2014 秋装 新款长袖T恤 女款 打底衫 大码 修身 显 瘦 t恤 女 韩版 秋冬 女 上衣 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB13qNPFVXXXXbIaXXXXXXXXXXX_!!0-item_pic.jpg,2-7,null,s175
56,此 宝贝 因 尺码 混乱 问题 暂时 下 架 ， 请 联系 客服 拍 新 链接 ， 同款 宝贝 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1b3FZFVXXXXalaXXXXXXXXXXX_!!0-item_pic.jpg,2-15,b109,s176
197,韩国 莫代尔 小吊带 背心 女式 外 穿 夏季 中长款 修身 显 瘦 打底小衫 包臀 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1gDS3FRpeXXXXXXXX_!!0-item_pic.jpg,2-19,null,s177
375,飞扬 故事 春秋装 韩版 女士 长袖衬衫 女装 白色雪纺衫 打底衫 女 修身 百搭 ,http://img01.taobaocdn.com/bao/uploaded/i4/T17hiQFq8pXXXXXXXX_!!0-item_pic.jpg,2-9,b110,s178
182,2014 新款 秋冬季 短裤   毛呢短裤   女装 韩版 修身 加厚休闲裤 热裤 靴 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1RqePFmpfXXXXXXXX_!!0-item_pic.jpg,2-2,null,s179
8,2014 春秋装 薄 夹克 男 修身 潮 韩版休闲外套 立领 男士 jacket 衫 大码 男装 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1lBNmGpXXXXXhXpXXXXXXXXXX_!!0-item_pic.jpg,1-6,b111,s180
46,昆蒂娜   2014 欧美 早秋 新款 套装 毛衣 衬衫 铅笔裤 秋季 三 件套 女装 6020 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1zjXXGXXXXXbWaXXXXXXXXXXX_!!0-item_pic.jpg,2-11,b112,s181
536,针织开衫 外套 女 毛衣 大码 韩版 2014 新款 秋装女装 针织衫 女 开衫外套 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1mbJ3FVXXXXblXFXXXXXXXXXX_!!0-item_pic.jpg,2-5,b113,s182
560,加绒 加厚 高腰 外 穿 打底裤 2014 新 女装 显 瘦 大码 秋冬 棉裤 秋款 小脚 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i4/12809030247596879/T1dNwNFkhcXXXXXXXX_!!0-item_pic.jpg,2-3,b114,s183
57,2014 秋装外套 女装 新款针织衫 女 开衫 中长款 春秋 韩版 宽松 大码毛衣 厚 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB11XGTFVXXXXcuXVXXXXXXXXXX_!!0-item_pic.jpg,2-5,null,s184
242,3968 区 男装   修身 t 男 短袖   纯色 紧身   男t恤   韩版打底衫 圆领 运动衣服 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1QbtwFVXXXXaNXVXXXXXXXXXX_!!0-item_pic.jpg,1-7,b115,s185
152,秋装连衣裙 修身 长袖 大码女装 秋冬季 打底裙 秋季 打底衫 冬 裙子 雅 羊 人 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB10VCRGXXXXXc0XVXXXXXXXXXX_!!0-item_pic.jpg,2-10,b13,s20
230,manBaby   秋冬 显 瘦 纯棉 针织长袖裙 长裙   包臀 修身 打底裙 连衣裙   长款 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB13mP9FVXXXXc9XFXXXXXXXXXX_!!0-item_pic.jpg,2-10,b116,s186
68,热卖 长袖牛仔衬衫   14 新款 春 夏装 韩版 时尚 男装 外套 修身 青少年 衬衣 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1JqaOFxRgXXXXXXXX_!!0-item_pic.jpg,1-9,b9,s187
55,杰克丝 盾 男士 长袖t恤 男 韩版 衣服 男装 加肥 加大码 V领 打底衫 男 ! 男t恤 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1pWfoFVXXXXc0XpXXXXXXXXXX_!!0-item_pic.jpg,1-7,b117,s188
22,BRIOSO 2014 秋装 新款 纯棉衬衫 女 长袖格子衬衣 修身 韩版 大码女装 上衣 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1RJS3FThaXXXXXXXX_!!0-item_pic.jpg,2-9,b118,s189
161,玛兰西卡 2014 秋装 纯棉 休闲 水洗 印花 男 长袖格子衬衫 男士衬衣 户外装 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB13prJFVXXXXbVXpXXXXXXXXXX_!!0-item_pic.jpg,1-9,b51,s190
508,秋冬 外 穿 加绒 加厚打底裤 女式 显 瘦 弹力 大码 九 分 连 袜 踩脚 拉绒 裤子 女 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1BqaJGpXXXXccXXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b119,s191
461,2014 秋装 新款 大码女装 韩版 夏装 秋款 中袖雪纺连衣裙 胖 mm 显 瘦 女 秋季 ,http://img01.taobaocdn.com/bao/uploaded/i1/T1FcfhFIlbXXXXXXXX_!!0-item_pic.jpg,2-10,null,s192
425,韩版 中腰 直筒 修身   男士牛仔裤   纯棉长裤   大码 裤子   加绒 冬款     nzk ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1.BaVFVXXXXaVXFXXXXXXXXXX_!!0-item_pic.jpg,1-4,b120,s193
463,2014 新款 加绒 加厚 女士 高腰 外 穿 打底裤 秋冬款 大码 韩版 显 瘦 踩脚裤袜 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1m5zxGXXXXXaSXVXXXXXXXXXX_!!0-item_pic.jpg,2-3,b121,s194
65,纯黑色 小脚裤   弹力 小脚 铅笔裤 休闲长裤 薄 春夏女装 显 瘦 打底裤 外 穿 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1RDhfGXXXXXbaXFXXXXXXXXXX_!!0-item_pic.jpg,2-3,null,s195
66,秋冬季 韩版 高腰 修身 弹力 加厚 加绒 黑色 小脚 铅笔裤 牛仔裤 长 裤子 女 潮 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1vaICGXXXXXcrXpXXXXXXXXXX_!!0-item_pic.jpg,2-4,null,s196
300,2014 秋装 新款 韩版 彩色 糖果色铅笔裤 白色 弹力牛仔裤 女 小脚裤 长 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1TLpsFVXXXXXkapXXXXXXXXXX_!!0-item_pic.jpg,2-4,null,s197
293,秋装 新款 韩国 女士 秋季外套 头 大码 卫衣 女装 春秋 冬 韩版 学生 加绒 连帽 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1C6aJGXXXXXaiaXXXXXXXXXXX_!!0-item_pic.jpg,2-17,null,s198
106,王子盾   2014 春秋 新品 男士外套 休闲 薄款夹克   男 修身男装 连帽外套 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1PHVrGFXXXXbzXXXXXXXXXXXX_!!0-item_pic.jpg,1-6,b122,s199
